Cell-Description,Test-ID,Test-Series,S-FTRC-Generation,Test-Date,Cell-Format,Cell-Capacity-Ah,Cell-Nominal-Voltage-V,Cell-Energy-Wh,Trigger-Mechanism,Avg-Cell-Temp-At-Trigger-degC
Soteria 18650 (Control),ESRF18_Oct_Run013,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (Non-ISC),182.02908
Soteria 18650 (Control),ESRF18_Oct_Run014,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (Non-ISC),294.98272
Soteria 18650 (Control),ESRF18_Oct_Run015,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (Non-ISC),143.76541
Soteria 18650 (Control),ESRF18_Oct_Run016,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (Non-ISC),302.89048
Soteria 18650 (Control),ESRF18_Oct_Run064,ESRF18_Oct,V9.0,2018-10-29,18650,2.1,3.65,7.665,Heater (Non-ISC),232.29741
Soteria 18650 (Control),DLS19_Feb_Run012,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (Non-ISC),253.18239
Soteria 18650 (Control),ESRF18_Oct_Run066,ESRF18_Oct,V9.0,2018-10-29,18650,2.1,3.65,7.665,Nail,
Soteria 18650 (Control),ESRF18_Oct_Run068,ESRF18_Oct,V9.0,2018-10-29,18650,2.1,3.65,7.665,Nail,
Soteria 18650 (CU),ESRF18_Oct_Run029,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (ISC),106.0247
Soteria 18650 (CU),ESRF18_Oct_Run030,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (ISC),128.55859
Soteria 18650 (CU),ESRF18_Oct_Run032,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (ISC),118.19776
Soteria 18650 (CU),DLS19_Feb_Run008,DLS19_Feb,V9.1,2019-02-13,18650,2.1,3.65,7.665,Heater (ISC),201.47652
Soteria 18650 (CU),ESRF18_Oct_Run009,ESRF18_Oct,V9.0,2018-10-26,18650,2.1,3.65,7.665,Heater (Non-ISC),284.28119
Soteria 18650 (CU),ESRF18_Oct_Run010,ESRF18_Oct,V9.0,2018-10-26,18650,2.1,3.65,7.665,Heater (Non-ISC),252.34997
Soteria 18650 (CU),ESRF18_Oct_Run011,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (Non-ISC),221.00571
Soteria 18650 (CU),ESRF18_Oct_Run012,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (Non-ISC),218.08862
Soteria 18650 (CU),ESRF18_Oct_Run075,ESRF18_Oct,V9.0,2018-10-29,18650,2.1,3.65,7.665,Nail,
Soteria 18650 (CU),ESRF18_Oct_Run076,ESRF18_Oct,V9.0,2018-10-29,18650,2.1,3.65,7.665,Nail,
Soteria 18650 (CU),ESRF18_Oct_Run077,ESRF18_Oct,V9.0,2018-10-29,18650,2.1,3.65,7.665,Nail,
Soteria 18650 (DW),DLS19_Feb_Run032,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (ISC),51.729845
Soteria 18650 (DW),DLS19_Feb_Run033,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (ISC),60.19159
Soteria 18650 (DW),DLS19_Feb_Run034,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (ISC),97.965745
Soteria 18650 (DW),DLS19_Feb_Run035,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (ISC),92.655115
Soteria 18650 (DW),DLS19_Feb_Run029,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (Non-ISC),233.081395
Soteria 18650 (DW),DLS19_Feb_Run031,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (Non-ISC),290.71864
Soteria 18650 (DW),DLS19_Feb_Run042,DLS19_Feb,V9.1,2019-02-15,18650,2.1,3.65,7.665,Nail,
Soteria 18650 (DW),DLS19_Feb_Run043,DLS19_Feb,V9.1,2019-02-15,18650,2.1,3.65,7.665,Nail,
Soteria 18650 (DW),DLS19_Feb_Run044,DLS19_Feb,V9.1,2019-02-15,18650,2.1,3.65,7.665,Nail,
